"Name","State","Notes","User","Tags","Created","Runtime","Sweep","conv_arch","dropout","lr","method","metric.goal","metric.name","parameters.conv_archs","parameters.dropout.distribution","parameters.dropout.max","parameters.dropout.min","parameters.lr.distribution","parameters.lr.max","parameters.lr.min","parameters.window_sizes","window_size","global_pool","parameters.global_pools","batch_size","conv_channels","dilation_rates","epochs","kernel_sizes","num_workers","use_wandb","best_val_acc","epoch","loss","train_acc","val_acc"
"run_a_undilated_20k","finished","-","","","2026-05-16T21:09:41.000Z","372","","","0.34","0.000153","","","","","","","","","","","","20000","false","","512","[32,64,128]","[1,1,1]","25","[7,5,3]","2","true","0.8836436170212766","25","0.4298941767923364","0.8528110730593608","0.8826462765957447"
"run_b_dilated_5k","finished","-","","","2026-05-16T21:15:58.000Z","959","","","0.103","0.000296","","","","","","","","","","","","5000","false","","512","[64,128,256]","[1,8,32]","25","[7,7,7]","2","true","0.8344023779724656","25","0.1443119971879605","0.9667103142626914","0.8344023779724656"
"laced-sweep-3","finished","-","","","2026-05-15T18:41:04.000Z","192","zzj54cl5","32,64,128_7,5,3","0.34046313479230267","0.00015307357175486463","","","","","","","","","","","","20000","false","","","","","","","","","0.831781914893617","10","0.6402510679475794","0.7828909817351598","0.831781914893617"
"lilac-sweep-8","finished","-","","","2026-05-15T19:03:30.000Z","170","zzj54cl5","32,64_7,5","0.3633684438080623","0.00016486712585016337","","","","","","","","","","","","20000","false","","","","","","","","","0.8264627659574468","10","0.807945827098742","0.6906392694063926","0.8264627659574468"
"decent-sweep-14","finished","-","","","2026-05-15T19:38:06.000Z","450","zzj54cl5","64,128,256_7,7,7_1,32,256","0.21309193064886847","0.00014289414897353855","","","","","","","","","","","","20000","false","","","","","","","","","0.8151595744680851","10","0.6144896549721287","0.790953196347032","0.8105053191489362"
"laced-sweep-9","finished","-","","","2026-05-15T13:48:21.000Z","443","9s7owsim","64,128,256_7,7,7_1,8,32","0.10330932751211558","0.0002963535898395063","","","","","","","","","","","","5000","false","","","","","","","","","0.8139080100125157","10","0.3958182387412187","0.8632990867579908","0.8139080100125157"
"honest-sweep-15","finished","-","","","2026-05-15T19:45:41.000Z","449","zzj54cl5","64,128,256_7,7,7_1,32,256","0.15484091181094928","0.00012300863220666817","","","","","","","","","","","","20000","false","","","","","","","","","0.8108377659574468","10","0.6137891275697647","0.8037243150684932","0.8105053191489362"
"graceful-sweep-11","finished","-","","","2026-05-15T13:59:45.000Z","440","9s7owsim","64,128,256_7,7,7_1,8,32","0.16208264992197377","0.0003076497194981555","","","","","","","","","","","","5000","false","","","","","","","","","0.810779098873592","10","0.45655231596064","0.8410220252484556","0.810779098873592"
"genial-sweep-16","finished","-","","","2026-05-15T19:53:14.000Z","449","zzj54cl5","64,128,256_7,7,7_1,32,256","0.1616351474291968","0.00012668690167244825","","","","","","","","","","","","20000","false","","","","","","","","","0.8038563829787234","10","0.7145048164885882","0.7517836757990868","0.801529255319149"
"fanciful-sweep-13","finished","-","","","2026-05-15T19:30:32.000Z","450","zzj54cl5","64,128,256_7,7,7_1,32,256","0.17125955105063795","0.00010124694163876686","","","","","","","","","","","","20000","false","","","","","","","","","0.7965425531914894","10","0.6590025890363406","0.7764697488584474","0.7965425531914894"
"toasty-sweep-6","finished","-","","","2026-05-15T18:55:03.000Z","287","zzj54cl5","64,128_7,5","0.4090035774586196","0.0001800953344168503","","","","","","","","","","","","20000","false","","","","","","","","","0.7905585106382979","10","0.9648782828627112","0.57113299086758","0.7905585106382979"
"vocal-sweep-11","finished","-","","","2026-05-15T19:14:18.000Z","486","zzj54cl5","64,128,256_7,7,7_1,32,256","0.15102357725010207","0.00010762554513205353","","","","","","","","","","","","10000","false","","","","","","","","","0.7872340425531915","10","0.6928949192298409","0.765713134568896","0.7872340425531915"
"dauntless-sweep-10","finished","-","","","2026-05-15T19:11:30.000Z","167","zzj54cl5","32,64_7,5","0.27973186936093686","0.00016786640730669138","","","","","","","","","","","","20000","false","","","","","","","","","0.7829122340425532","10","0.8469186732758126","0.6813641552511416","0.7829122340425532"
"usual-sweep-5","finished","-","","","2026-05-15T03:37:09.000Z","239","gc38pici","32,64,128_7,7,7_1,4,16","0.4734405376290487","0.0001798367708675064","","","","","","","","","","","","5000","false","","","","","","","","","0.7769086357947435","10","0.6837661375193835","0.7399274778404512","0.7769086357947435"
"gallant-sweep-12","finished","-","","","2026-05-15T14:07:08.000Z","465","9s7owsim","64,128,256_7,7,7_1,8,32","0.1053754329148982","0.00017888704423760853","","","","","","","","","","","","2500","false","","","","","","","","","0.7742881727158949","10","0.41335785854032464","0.8552410690303519","0.7716677096370463"
"faithful-sweep-12","finished","-","","","2026-05-15T04:16:52.000Z","459","gc38pici","64,128,256_7,7,7_1,4,16","0.45233543014086697","0.00011942689859976688","","","","","","","","","","","","5000","false","","","","","","","","","0.7656445556946183","10","0.8194785692376089","0.6611099919419823","0.762828535669587"
